,Dist ID,Dist Name,City,Zip Code,Address,Lat,Lng,2018 Rank,2018 Rank of,2018 Rank Stars,2018 State Rank,2018 Rank Score,2019 Rank,2019 Rank of,2019 Rank Stars,2019 State Rank,2019 Rank Score,2019 Student Count,Low Grade,High Grade,School Count
28,3412870,Pennsauken Township Board Of Education School District,Pennsauken,08110,1695 Hylton Road,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,9
29,3400041,International Charter School of Trenton,Trenton,08611,105 Grand Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,K,4,1
30,3402100,Bound Brook School District,Bound Brook,08805,130 West Maple Ave,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,5
31,3406600,Hampton Borough School District,Hampton,08827,32-41 South Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,5,1
32,3408160,Lakehurst School District,Lakehurst,08733,301 Union Avenue,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,8,1
33,3418270,Woodlynne School District,Woodlynne,08107,131 Elm Avenue,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,8,1
34,3408220,Lakewood Township School District,Lakewood,08701,200 Ramsey Avenue,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,8
35,3413140,Plainfield Public School District,Plainfield,07063,1200 Myrtle Avenue,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,13
36,3400741,Academy for Urban Leadership Charter School,Perth Amboy,08861,612 Amboy Ave,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,7,12,1
37,3400073,University Academy Charter High School,Jersey City,07305,275 West Side Avenue,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,9,12,1
38,3413470,Prospect Park Public School District,Prospect Park,07508,290 North 8th Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,8,1
39,3400777,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,Camden,08103,525 Clinton Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,K,8,1
40,3418000,Willingboro Public School District,Willingboro,08046,440 Beverly Rancocas Road,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,8
41,3414010,Riverside Township School District,Riverside,08075,112 East Washington Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,3
42,3407860,Keansburg School District,Keansburg,07734,100 Palmer Place,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,4
43,3400023,New Horizons Community Charter School,Newark,07103,45-59 Hayes Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,K,8,1
44,3413200,Pleasantville Public School District,Pleasantville,08232,801 Mill Road,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,7
45,3400730,Newark Educators Community Charter School,Newark,07102,9-11 Hill Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,4,1
46,3410320,Millville School District,Millville,08332,110 N. Third Street,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,9
47,3412540,Passaic City School District,Passaic,07055,663 Main Avenue,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,17
48,3407680,Irvington Public School District,Irvington,07111,1 University Place,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,12,12
49,3400084,University Heights Charter School,Newark,07103,74 Hartford St,,,551,618,1,10.84,0.2009419,561,0,611,8.18,0.1718478,,PK,8,1
0,3414790,Seaside Heights School District,Seaside Heights,08751,1200 Bay Blvd,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,219.0,PK,6,1
1,3400754,Peoples Preparatory Charter School District,Newark,07103,321 Bergen Street,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,9,12,1
2,3400752,The Kingdom Charter School of Leadership,Blackwood,08012,121 West Church Street,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,K,5,1
3,3400771,Atlantic Community Charter School,Galloway,08205,112 South New York Rd.,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,K,8,1
4,3400782,Bridgeton Public Charter School,Bridgeton,08302,790 E. Commerce Street,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,K,4,1
5,3412720,Paulsboro School District,Paulsboro,08066,662 N. Delaware Street,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,4
6,3414550,Salem City School District,Salem,08079,205 Walnut St,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,3
7,3402250,Bridgeton City School District,Bridgeton,08302,41 Bank Street,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,8
8,3400770,Trenton Stem-to-Civics Charter School,Ewing,08618,1555 Pennington Road,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,6,12,1
9,3402640,Camden City School District,Camden,08105,1033 Cambridge Street,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,20
10,3400930,Asbury Park School District,Asbury Park,07712,910 4th Ave,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,5
11,3408640,Lindenwold Public School District,Lindenwold,08021,801 Egg Harbor Road,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,5
12,3416290,Trenton Public School District,Trenton,08609,108 North Clinton Avenue,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,12,20
13,3403480,Commercial Township School District,Port Norris,08349,1308 North Avenue,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,8,2
14,3400788,LEAD Charter School,New Brunswick,07103,201 Bergen St,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,9,12,1
15,3405040,Fairfield Township School District,Bridgeton,08302,375 Gouldtown-Woodruff Rd.,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,8,1
16,3404530,Egg Harbor City School District,Egg Harbor City,08215,730 Havana Avenue,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,PK,8,2
17,3400791,College Achieve Greater Asbury Park Charter School,Asbury Park,07712,508 3rd Ave,,,601,618,0,2.75,0.0862831,578,0,611,5.4,0.1345158,,K,7,1
