,Unnamed: 0,School ID,City,Zip Code,2019 Rank,2019 Rank Level,2019 Avg Score,School Level
366,16,340132005120,Bedminster,7921,374.0,Elementary,74.62688,Elementary
367,17,341521000043,Dayton,8810,374.0,Elementary,74.62688,Elementary
368,18,341563005702,Springfield,7081,374.0,Elementary,74.62688,Elementary
369,19,341650005758,Union,7083,374.0,Elementary,74.62688,Elementary
370,20,341533002432,Maplewood,7040,374.0,Elementary,74.62688,Elementary
371,21,340858004294,Lincoln Park,7035,374.0,Elementary,74.62688,Elementary
372,22,341776005778,Westfield,7090,374.0,Elementary,74.62688,Elementary
373,23,340756003862,Farmingdale,7727,374.0,Elementary,74.62688,Elementary
374,24,340564003818,Freehold,7728,374.0,Elementary,74.62688,Elementary
375,25,341050006096,Monroe Township,8831,374.0,Elementary,74.62688,Elementary
376,26,341536003638,South Plainfield,7080,374.0,Elementary,74.62688,Elementary
377,27,340150000280,Bergenfield,7621,374.0,Elementary,74.62688,Elementary
378,28,340669004258,Whippany,7981,374.0,Elementary,74.62688,Elementary
379,29,340960002586,Mantua,8051,374.0,Elementary,74.62688,Elementary
380,30,340399000348,Dumont,7628,374.0,Elementary,74.62688,Elementary
381,31,340384001716,Cape May Court House,8210,374.0,Elementary,74.62688,Elementary
382,32,341185000660,Norwood,7648,374.0,Elementary,74.62688,Elementary
383,33,341686000892,Waldwick,7463,374.0,Elementary,74.62688,Elementary
384,34,341248004446,Parsippany,7054,374.0,Elementary,74.62688,Elementary
385,35,340987001128,Medford,8055,374.0,Elementary,74.62688,Elementary
386,36,340258002014,West Caldwell,7006,374.0,Elementary,74.62688,Elementary
387,37,340924004302,Madison,7940,374.0,Elementary,74.62688,Elementary
388,38,341689004144,Wall,7719,374.0,Elementary,74.62688,Elementary
389,39,341728000408,Wayne,7470,374.0,Elementary,74.62688,Elementary
390,40,340663005354,Newton,7860,374.0,Elementary,74.62688,Elementary
391,41,340693000518,Hasbrouck Heights,7604,374.0,Elementary,74.62688,Elementary
392,42,340576000478,Garfield,7026,374.0,Elementary,74.62688,Elementary
393,43,341047005938,Williamstown,8094,374.0,Elementary,74.62688,Elementary
394,44,340861005582,Linden,7036,374.0,Elementary,74.62688,Elementary
395,45,341536003640,South Plainfield,7080,374.0,Elementary,74.62688,Elementary
396,46,340531000446,Fort Lee,7024,374.0,Elementary,74.62688,Elementary
397,47,341188002392,Nutley,7110,374.0,Elementary,74.62688,Elementary
398,48,341182000656,Northvale,7647,374.0,Elementary,74.62688,Elementary
399,49,341014000612,Midland Park,7432,374.0,Elementary,74.62688,Elementary
400,0,341188002390,Nutley,7110,386.0,Elementary,73.95821,Elementary
401,1,341023000159,Clarksburg,8510,386.0,Elementary,73.95821,Elementary
402,2,341365004496,Randolph,7869,386.0,Elementary,73.95821,Elementary
403,3,341128000628,New Milford,7646,386.0,Elementary,73.95821,Elementary
404,4,340534005336,Branchville,7826,386.0,Elementary,73.95821,Elementary
405,5,341467005682,Scotch Plains,7076,386.0,Elementary,73.95821,Elementary
406,6,340927003504,Old Bridge,8857,386.0,Elementary,73.95821,Elementary
407,7,341623004736,Toms River,8753,386.0,Elementary,73.95821,Elementary
408,8,340783003395,Jersey City,7306,386.0,Elementary,73.95821,Elementary
409,9,341081000337,Morristown,7960,386.0,Elementary,73.95821,Elementary
410,10,340102003746,Atlantic Highlands,7716,386.0,Elementary,73.95821,Elementary
411,11,341329004696,Point Pleasant Beach,8742,386.0,Elementary,73.95821,Elementary
412,12,341644000805,Hampton,8827,386.0,Elementary,73.95821,Elementary
413,13,340336002970,Lebanon,8833,386.0,Elementary,73.95821,Elementary
414,14,341707002656,Turnersville,8012,386.0,Elementary,73.95821,Elementary
415,15,340885000554,Lodi,7644,386.0,Elementary,73.95821,Elementary
416,16,340123004568,Bay Head,8742,386.0,Elementary,73.95821,Elementary
417,17,340828001566,Laurel Springs,8021,386.0,Elementary,73.95821,Elementary
418,18,341692000900,Wallington,7057,386.0,Elementary,73.95821,Elementary
419,19,341386004948,Ringwood,7456,386.0,Elementary,73.95821,Elementary
420,20,341095000423,Mount Laurel,8054,386.0,Elementary,73.95821,Elementary
421,21,341056002168,Upper Montclair,7042,386.0,Elementary,73.95821,Elementary
422,22,340003500307,Jersey City,7304,386.0,Elementary,73.95821,Elementary
423,23,340975003970,Matawan,7747,386.0,Elementary,73.95821,Elementary
424,24,340300001444,Cherry Hill,8003,386.0,Elementary,73.95821,Elementary
425,25,340927003510,Keyport,7735,386.0,Elementary,73.95821,Elementary
426,26,340519002988,Flemington,8822,386.0,Elementary,73.95821,Elementary
427,27,340327000308,Cliffside Park,7010,386.0,Elementary,73.95821,Elementary
428,28,341695004960,Wanaque,7465,386.0,Elementary,73.95821,Elementary
429,29,341242000702,Paramus,7652,386.0,Elementary,73.95821,Elementary
430,30,340330004780,Clifton,7012,386.0,Elementary,73.95821,Elementary
431,31,340126002710,Bayonne,7002,386.0,Elementary,73.95821,Elementary
432,32,341308002618,Pitman,8071,386.0,Elementary,73.95821,Elementary
433,33,341533002442,South Orange,7079,386.0,Elementary,73.95821,Elementary
434,34,341056002176,Montclair,7042,386.0,Elementary,73.95821,Elementary
435,35,340756003868,Howell,7731,386.0,Elementary,73.95821,Elementary
436,36,341197001750,Ocean City,8226,386.0,Elementary,73.95821,Elementary
437,37,340216000199,Neshanic Station,8853,386.0,Elementary,73.95821,Elementary
438,38,340327000306,Cliffside Park,7010,386.0,Elementary,73.95821,Elementary
439,39,340342001484,Collingswood,8108,386.0,Elementary,73.95821,Elementary
440,40,340636001550,Haddonfield,8033,386.0,Elementary,73.95821,Elementary
441,41,341551003243,Sparta,7871,386.0,Elementary,73.95821,Elementary
442,42,341248004440,Boonton,7005,386.0,Elementary,73.95821,Elementary
443,43,341056005984,Montclair,7042,386.0,Elementary,73.95821,Elementary
444,44,340255000728,Stanhope,7874,386.0,Elementary,73.95821,Elementary
445,45,340999003394,Metuchen,8840,386.0,Elementary,73.95821,Elementary
446,46,340723005230,Hillsborough,8844,386.0,Elementary,73.95821,Elementary
447,47,340927003516,Old Bridge,8857,386.0,Elementary,73.95821,Elementary
448,48,341068000620,Moonachie,7074,386.0,Elementary,73.95821,Elementary
449,49,341248004454,Parsippany,7054,386.0,Elementary,73.95821,Elementary
450,0,341098004410,Budd Lake,7828,220.0,Elementary,82.29576,Elementary
451,1,341056002170,Montclair,7042,220.0,Elementary,82.29576,Elementary
452,2,340711003002,High Bridge,8829,220.0,Elementary,82.29576,Elementary
453,3,340195004156,Boonton,7005,220.0,Elementary,82.29576,Middle
454,4,340885000552,Lodi,7644,220.0,Elementary,82.29576,Elementary
455,5,341431005672,Roselle Park,7204,220.0,Elementary,82.29576,Elementary
456,6,341734002658,Wenonah,8090,220.0,Elementary,82.29576,Elementary
457,7,340840003162,Lawrenceville,8648,220.0,Elementary,82.29576,Elementary
458,8,340000900177,Bernardsville,7924,220.0,Elementary,82.29576,Elementary
459,9,340309001016,Chesterfield,8515,220.0,Elementary,82.29576,Elementary
460,10,340183001994,Bloomfield,7003,220.0,Elementary,82.29576,Elementary
461,11,340927000195,Old Bridge,8857,220.0,Elementary,82.29576,Elementary
462,12,341464003584,Parlin,8859,220.0,Elementary,82.29576,Elementary
463,13,341089001600,Mount Ephraim,8059,220.0,Elementary,82.29576,Elementary
464,14,340203005927,Bordentown,8505,220.0,Elementary,82.29576,Elementary
465,15,340411003312,E Brunswick,8816,220.0,Elementary,82.29576,Elementary
466,16,341398004498,Riverdale,7457,220.0,Elementary,82.29576,Elementary
467,17,340342001480,Collingswood,8108,220.0,Elementary,82.29576,Elementary
468,18,340300001440,Cherry Hill,8003,220.0,Elementary,82.29576,Elementary
469,19,341713004542,Long Valley,7853,220.0,Elementary,82.29576,Elementary
470,20,341035004326,Mine Hill,7803,220.0,Elementary,82.29576,Elementary
471,21,341812003698,Iselin,8830,220.0,Elementary,82.29576,Elementary
472,22,340567005804,Johnsonburg,7846,220.0,Elementary,82.29576,Elementary
473,23,340576000387,Garfield,7026,220.0,Elementary,82.29576,Elementary
474,24,341095001156,Mount Laurel,8054,220.0,Elementary,82.29576,Elementary
475,25,340315005450,Clark,7066,220.0,Elementary,82.29576,Elementary
476,26,340135001972,Belleville,7109,220.0,Elementary,82.29576,Elementary
477,27,340810004630,Lanoka Harbor,8734,220.0,Elementary,82.29576,Elementary
478,28,341464003598,Sayreville,8872,220.0,Elementary,82.29576,Elementary
479,29,341446000812,Rutherford,7070,220.0,Elementary,82.29576,Elementary
480,30,341656004126,Allentown,8501,220.0,Elementary,82.29576,Elementary
481,31,340699004814,Hawthorne,7507,220.0,Elementary,82.29576,Elementary
482,32,341620004114,Tinton Falls,7724,220.0,Elementary,82.29576,Elementary
483,33,341047002596,Williamstown,8094,220.0,Elementary,82.29576,Elementary
484,34,340466000372,Elmwood Park,7407,220.0,Elementary,82.29576,Elementary
485,35,340942003942,Manasquan,8736,220.0,Elementary,82.29576,Elementary
486,36,341608000856,Teaneck,7666,220.0,Elementary,82.29576,Elementary
487,37,340300001462,Cherry Hill,8003,220.0,Elementary,82.29576,Elementary
488,38,341833005116,Woodstown,8098,220.0,Elementary,82.29576,Elementary
489,39,341365004492,Randolph,7869,220.0,Elementary,82.29576,Elementary
490,40,341098004404,Budd Lake,7828,220.0,Elementary,82.29576,Elementary
491,41,341056002182,Upper Montclair,7042,220.0,Elementary,82.29576,Elementary
492,42,340171005895,Asbury,8802,220.0,Elementary,82.29576,Elementary
493,43,340441003774,Eatontown,7724,220.0,Elementary,82.29576,Elementary
494,44,340411003300,E Brunswick,8816,220.0,Elementary,82.29576,Elementary
495,45,340399000346,Dumont,7628,220.0,Elementary,82.29576,Elementary
496,46,341095001166,Mount Laurel,8054,220.0,Elementary,82.29576,Elementary
497,47,341335004936,Pompton Lakes,7442,220.0,Elementary,82.29576,Elementary
498,48,341413004510,Dover,7801,220.0,Elementary,82.29576,Elementary
499,49,341191000664,Oakland,7436,220.0,Elementary,82.29576,Elementary
500,0,341572005404,Stanhope,7874,554.0,Elementary,62.21891,Elementary
501,1,340546002990,Quakertown,8868,554.0,Elementary,62.21891,Elementary
502,2,340399000344,Dumont,7628,554.0,Elementary,62.21891,Elementary
503,3,340948005036,Salem,8079,554.0,Elementary,62.21891,Elementary
504,4,340654003114,Hamilton,8690,554.0,Elementary,62.21891,Elementary
505,5,340927003520,Old Bridge,8857,554.0,Elementary,62.21891,Elementary
506,6,340654003130,Hamilton,8620,554.0,Elementary,62.21891,Elementary
507,7,341752005004,West Milford,7480,554.0,Elementary,62.21891,Elementary
508,8,341221005042,Pedricktown,8067,554.0,Elementary,62.21891,Elementary
509,9,340252004168,Butler,7405,554.0,Elementary,62.21891,Elementary
510,10,340222004596,Brick,8724,554.0,Elementary,62.21891,Elementary
511,11,340570002992,Frenchtown,8825,554.0,Elementary,62.21891,Elementary
512,12,340603001518,Glendora,8029,554.0,Elementary,62.21891,Elementary
513,13,340203005926,Bordentown,8505,554.0,Elementary,62.21891,Elementary
514,14,341524000836,South Hackensack,7606,554.0,Elementary,62.21891,Elementary
515,15,340330004792,Clifton,7013,554.0,Elementary,62.21891,Elementary
516,16,341413004518,Rockaway,7866,554.0,Elementary,62.21891,Elementary
517,17,340429000474,East Rutherford,7073,554.0,Elementary,62.21891,Elementary
518,18,341413004516,Dover,7801,554.0,Elementary,62.21891,Elementary
519,19,341740001762,West Cape May,8204,554.0,Elementary,62.21891,Elementary
520,20,340813005374,Lafayette,7848,554.0,Elementary,62.21891,Elementary
521,21,340621000471,Stewartsville,8886,554.0,Elementary,62.21891,Elementary
522,22,341752005006,West Milford,7480,554.0,Elementary,62.21891,Elementary
523,23,341689004136,Wall,7719,554.0,Elementary,62.21891,Elementary
524,24,341728004978,Wayne,7470,554.0,Elementary,62.21891,Elementary
525,25,340300001458,Cherry Hill,8034,554.0,Elementary,62.21891,Elementary
526,26,340001400258,Englewood,7631,554.0,Elementary,62.21891,Elementary
527,27,341029003434,Milltown,8850,554.0,Elementary,62.21891,Elementary
528,28,340945000031,Manchester,8733,554.0,Elementary,62.21891,Elementary
529,29,341464003586,Parlin,8859,554.0,Elementary,62.21891,Elementary
530,30,341728004992,Wayne,7470,554.0,Elementary,62.21891,Elementary
531,31,341329004698,Point Pleasant Beach,8742,554.0,Elementary,62.21891,Elementary
532,32,340333002964,Clinton,8809,554.0,Elementary,62.21891,Elementary
533,33,341650000247,Union,7083,554.0,Elementary,62.21891,Elementary
534,34,340519006086,Flemington,8822,554.0,Elementary,62.21891,Elementary
535,35,341341003192,Princeton,8540,554.0,Elementary,62.21891,Elementary
536,36,340489000056,Marlton,8053,554.0,Elementary,62.21891,Elementary
537,37,340564003820,Freehold,7728,554.0,Elementary,62.21891,Elementary
538,38,340669004250,Whippany,7981,554.0,Elementary,62.21891,Elementary
539,39,341308002620,Pitman,8071,554.0,Elementary,62.21891,Elementary
540,40,341269005942,Paterson,7505,554.0,Elementary,62.21891,Elementary
541,41,341017003020,Milford,8848,554.0,Elementary,62.21891,Elementary
542,42,341536003644,South Plainfield,7080,554.0,Elementary,62.21891,Elementary
543,43,341752005012,West Milford,7480,554.0,Elementary,62.21891,Elementary
544,44,341752004998,West Milford,7480,554.0,Elementary,62.21891,Elementary
545,45,341434004532,Succasunna,7876,554.0,Elementary,62.21891,Elementary
546,46,340885000562,Lodi,7644,554.0,Elementary,62.21891,Elementary
547,47,340555005344,Newton,7860,554.0,Elementary,62.21891,Elementary
548,48,340327000310,Cliffside Park,7010,554.0,Elementary,62.21891,Elementary
549,49,340330004788,Clifton,7012,554.0,Elementary,62.21891,Elementary
550,0,341005003406,Middlesex,8846,636.0,Elementary,55.2555,Elementary
551,1,341812003718,Colonia,7067,636.0,Elementary,55.2555,Elementary
552,2,340840006069,Lawrenceville,8648,636.0,Elementary,55.2555,Elementary
553,3,341728004984,Wayne,7470,636.0,Elementary,55.2555,Elementary
554,4,340783002810,Jersey City,7307,636.0,Elementary,55.2555,Elementary
555,5,340783002812,Jersey City,7307,636.0,Elementary,55.2555,Elementary
556,6,340642001088,Hainesport,8036,636.0,Elementary,55.2555,Elementary
557,7,340927003512,Parlin,8859,636.0,Elementary,55.2555,Elementary
558,8,341134002330,Newark,7105,636.0,Elementary,55.2555,Elementary
559,9,340105001302,Audubon,8106,636.0,Elementary,55.2555,Elementary
560,10,341695004958,Haskell,7420,636.0,Elementary,55.2555,Elementary
561,11,340552005802,Washington,7882,636.0,Elementary,55.2555,Elementary
562,12,340459005522,Elizabeth,7208,636.0,Elementary,55.2555,Elementary
563,13,340564003812,Freehold,7728,636.0,Elementary,55.2555,Elementary
564,14,341011003986,Belford,7718,636.0,Elementary,55.2555,Elementary
565,15,341155004832,North Haledon,7508,636.0,Elementary,55.2555,Elementary
566,16,341308002626,Pitman,8071,636.0,Elementary,55.2555,Elementary
567,17,341752005010,Hewitt,7421,636.0,Elementary,55.2555,Elementary
568,18,340747005826,Hope,7844,636.0,Elementary,55.2555,Elementary
569,19,340807005832,Delaware,7833,636.0,Elementary,55.2555,Elementary
570,20,341674002454,Verona,7044,636.0,Elementary,55.2555,Elementary
571,21,341269006099,Paterson,7514,636.0,Elementary,55.2555,Elementary
572,22,341638002916,Union City,7087,636.0,Elementary,55.2555,Elementary
573,23,340471000382,Emerson,7630,636.0,Elementary,55.2555,Elementary
574,24,341143000642,North Arlington,7031,636.0,Elementary,55.2555,Elementary
575,25,340774004622,Jackson,8527,636.0,Elementary,55.2555,Elementary
576,26,340774004620,Jackson,8527,636.0,Elementary,55.2555,Elementary
577,27,340756003860,Howell,7731,636.0,Elementary,55.2555,Elementary
578,28,341081004386,Morristown,7960,636.0,Elementary,55.2555,Elementary
579,29,340393004216,Dover,7801,636.0,Elementary,55.2555,Elementary
580,30,341413004520,Rockaway,7866,636.0,Elementary,55.2555,Elementary
581,31,341485002902,Secaucus,7094,636.0,Elementary,55.2555,Elementary
582,32,340654003118,Hamilton,8619,636.0,Elementary,55.2555,Elementary
583,33,341134002274,Newark,7107,636.0,Elementary,55.2555,Elementary
584,34,341527002628,Harrisonville,8039,636.0,Elementary,55.2555,Elementary
585,35,340636001544,Oaklyn,8107,636.0,Elementary,55.2555,Elementary
586,36,341305003568,Piscataway,8854,636.0,Elementary,55.2555,Elementary
587,37,341335004934,Pompton Lakes,7442,636.0,Elementary,55.2555,Elementary
588,38,341377000750,Ridgefield,7657,636.0,Elementary,55.2555,Other
589,39,341812003710,Woodbridge,7095,636.0,Elementary,55.2555,Elementary
590,40,340774004618,Jackson,8527,636.0,Elementary,55.2555,Elementary
591,41,341365004490,Randolph,7869,636.0,Elementary,55.2555,Elementary
592,42,341293003417,Fords,8863,636.0,Elementary,55.2555,Elementary
593,43,341485002904,Secaucus,7094,636.0,Elementary,55.2555,Elementary
594,44,340450003346,Edison,8837,636.0,Elementary,55.2555,Elementary
595,45,340603000428,Sicklerville,8081,636.0,Elementary,55.2555,Elementary
596,46,340927003522,Old Bridge,8857,636.0,Elementary,55.2555,Elementary
597,47,341728004986,Wayne,7470,636.0,Elementary,55.2555,Elementary
598,48,341332004704,Point Pleasant Beach,8742,636.0,Elementary,55.2555,Elementary
599,49,341095001160,Mount Laurel,8054,636.0,Elementary,55.2555,Elementary
600,0,340450003364,Edison,8817,599.0,Elementary,58.486709999999995,Elementary
601,1,340228005166,Bridgewater,8807,599.0,Elementary,58.486709999999995,Elementary
602,2,340810006050,Lanoka Harbor,8734,599.0,Elementary,58.486709999999995,Elementary
603,3,341650005752,Union,7083,599.0,Elementary,58.486709999999995,Elementary
604,4,341134002244,Newark,7104,599.0,Elementary,58.486709999999995,Elementary
605,5,340300001454,Cherry Hill,8034,599.0,Elementary,58.486709999999995,Elementary
606,6,341368003834,Hazlet,7730,599.0,Elementary,58.486709999999995,Elementary
607,7,341812003714,Colonia,7067,599.0,Elementary,58.486709999999995,Elementary
608,8,340843003012,Lebanon,8833,599.0,Elementary,58.486709999999995,Elementary
609,9,341647000461,Barnegat,8005,599.0,Elementary,58.486709999999995,Elementary
610,10,340984001114,Medford Lakes,8055,599.0,Elementary,58.486709999999995,Middle
611,11,340627000498,Hackensack,7601,599.0,Elementary,58.486709999999995,Elementary
612,12,341269000353,Paterson,7501,599.0,Elementary,58.486709999999995,Elementary
613,13,340636001542,Westmont,8108,599.0,Elementary,58.486709999999995,Elementary
614,14,341707002646,Turnersville,8012,599.0,Elementary,58.486709999999995,Elementary
615,15,340801003008,Frenchtown,8825,599.0,Elementary,58.486709999999995,Elementary
616,16,340576000480,Garfield,7026,599.0,Elementary,58.486709999999995,Elementary
617,17,340222000166,Brick,8723,599.0,Elementary,58.486709999999995,Elementary
618,18,341707002650,Sewell,8080,599.0,Elementary,58.486709999999995,Elementary
619,19,340927003498,Old Bridge,8857,599.0,Elementary,58.486709999999995,Elementary
620,20,340432003058,Hightstown,8520,599.0,Elementary,58.486709999999995,Elementary
621,21,341599002995,Woolwich Township,8085,599.0,Elementary,58.486709999999995,Elementary
622,22,340282003276,Carteret,7008,599.0,Elementary,58.486709999999995,Elementary
623,23,341674002452,Verona,7044,599.0,Elementary,58.486709999999995,Elementary
624,24,340579005532,Garwood,7027,599.0,Elementary,58.486709999999995,Elementary
625,25,340444000362,Edgewater,7020,599.0,Elementary,58.486709999999995,Elementary
626,26,341095001158,Mount Laurel,8054,599.0,Elementary,58.486709999999995,Elementary
627,27,340117001308,Haddonfield,8033,599.0,Elementary,58.486709999999995,Elementary
628,28,341812003688,Iselin,8830,599.0,Elementary,58.486709999999995,Elementary
629,29,340654003128,Hamilton,8690,599.0,Elementary,58.486709999999995,Elementary
630,30,340330004770,Clifton,7013,599.0,Elementary,58.486709999999995,Elementary
631,31,341569004718,Manahawkin,8050,599.0,Elementary,58.486709999999995,Elementary
632,32,340005100339,Morristown,7960,599.0,Elementary,58.486709999999995,Elementary
633,33,340564003810,Freehold,7728,599.0,Elementary,58.486709999999995,Elementary
634,34,341269004910,Paterson,7502,599.0,Elementary,58.486709999999995,Elementary
635,35,340222004598,Brick,8723,599.0,Elementary,58.486709999999995,Elementary
636,36,341206004068,Ocean,7712,599.0,Elementary,58.486709999999995,Elementary
637,37,340300001430,Cherry Hill,8034,599.0,Elementary,58.486709999999995,Elementary
638,38,340300001452,Cherry Hill,8002,599.0,Elementary,58.486709999999995,Elementary
639,39,341431005666,Roselle Park,7204,599.0,Elementary,58.486709999999995,Elementary
640,40,341818002698,Woodbury Hts,8097,599.0,Elementary,58.486709999999995,Elementary
641,41,341638002918,Union City,7087,599.0,Elementary,58.486709999999995,Elementary
642,42,341716005892,Washington,7882,599.0,Elementary,58.486709999999995,Elementary
643,43,340654003100,Hamilton,8690,599.0,Elementary,58.486709999999995,Elementary
644,44,341081004368,Morristown,7960,599.0,Elementary,58.486709999999995,Elementary
645,45,340630005818,Hackettstown,7840,599.0,Elementary,58.486709999999995,Elementary
646,46,340654003120,Hamilton,8619,599.0,Elementary,58.486709999999995,Elementary
647,47,340489001076,Marlton,8053,599.0,Elementary,58.486709999999995,Elementary
648,48,340900005840,Phillipsburg,8865,599.0,Elementary,58.486709999999995,Elementary
649,49,341380000756,Ridgefield Park,7660,599.0,Elementary,58.486709999999995,Elementary
650,0,340270001704,Cape May,8204,570.0,Elementary,60.70975,Elementary
651,1,340780004278,Oak Ridge,7438,570.0,Elementary,60.70975,Elementary
652,2,340183002000,Bloomfield,7003,570.0,Elementary,60.70975,Elementary
653,3,340222004588,Brick,8724,570.0,Elementary,60.70975,Elementary
654,4,341554003662,Spotswood,8884,570.0,Elementary,60.70975,Elementary
655,5,341812003690,Colonia,7067,570.0,Elementary,60.70975,Elementary
656,6,340720003846,Highlands,7732,570.0,Elementary,60.70975,Elementary
657,7,341449000830,Saddle Brook,7663,570.0,Elementary,60.70975,Elementary
658,8,341011003992,New Monmouth,7748,570.0,Elementary,60.70975,Elementary
659,9,340075903196,Jersey City,7302,570.0,Elementary,60.70975,Elementary
660,10,341761002488,West Orange,7052,570.0,Elementary,60.70975,Elementary
661,11,340312001028,Cinnaminson,8077,570.0,Elementary,60.70975,Elementary
662,12,340738003004,Milford,8848,570.0,Elementary,60.70975,Elementary
663,13,341743002666,Woodbury,8096,570.0,Elementary,60.70975,Elementary
664,14,341143000638,North Arlington,7031,570.0,Elementary,60.70975,Elementary
665,15,341728004976,Wayne,7470,570.0,Elementary,60.70975,Elementary
666,16,340840003164,Lawrenceville,8648,570.0,Elementary,60.70975,Elementary
667,17,340618002574,Gibbstown,8027,570.0,Elementary,60.70975,Elementary
668,18,341081004384,Morristown,7960,570.0,Elementary,60.70975,Elementary
669,19,340159001324,Berlin,8009,570.0,Elementary,60.70975,Elementary
670,20,340603001520,Blackwood,8012,570.0,Elementary,60.70975,Elementary
671,21,340783002822,Jersey City,7304,570.0,Elementary,60.70975,Elementary
672,22,340996001594,Merchantville,8109,570.0,Elementary,60.70975,Elementary
673,23,341812003712,Metuchen,8840,570.0,Elementary,60.70975,Elementary
674,24,341431005668,Roselle Park,7204,570.0,Elementary,60.70975,Elementary
675,25,341713000815,Long Valley,7853,570.0,Elementary,60.70975,Elementary
676,26,340126002728,Bayonne,7002,570.0,Elementary,60.70975,Elementary
677,27,341011004002,Middletown,7748,570.0,Elementary,60.70975,Elementary
678,28,341521006007,Kendall Park,8824,570.0,Elementary,60.70975,Elementary
679,29,341005003414,Middlesex,8846,570.0,Elementary,60.70975,Elementary
680,30,340846003018,Califon,7830,570.0,Elementary,60.70975,Elementary
681,31,341281001216,Fort Dix,8640,570.0,Elementary,60.70975,Elementary
682,32,340885000564,Lodi,7644,570.0,Elementary,60.70975,Elementary
683,33,340861005572,Linden,7036,570.0,Elementary,60.70975,Elementary
684,34,341194001604,Oaklyn,8107,570.0,Elementary,60.70975,Elementary
685,35,341188002382,Nutley,7110,570.0,Elementary,60.70975,Elementary
686,36,340489006065,Marlton,8053,570.0,Elementary,60.70975,Elementary
687,37,340126002730,Bayonne,7002,570.0,Elementary,60.70975,Elementary
688,38,341806001698,Sicklerville,8081,570.0,Elementary,60.70975,Elementary
689,39,341254003365,Passaic,7055,570.0,Elementary,60.70975,Middle
690,40,341047002600,Williamstown,8094,570.0,Elementary,60.70975,Elementary
691,41,340372002974,Sergeantsville,8557,570.0,Elementary,60.70975,Elementary
692,42,340096000028,Atlantic City,8401,570.0,Elementary,60.70975,Elementary
693,43,340459000245,Elizabeth,7202,570.0,Elementary,60.70975,Elementary
694,44,340636001546,Haddonfield,8033,570.0,Elementary,60.70975,Elementary
695,45,340699004816,Hawthorne,7506,570.0,Elementary,60.70975,Elementary
696,46,341608000852,Teaneck,7666,570.0,Elementary,60.70975,Elementary
697,47,340756006123,Freehold,7728,570.0,Elementary,60.70975,Elementary
698,48,340498000418,Fair Lawn,7410,570.0,Elementary,60.70975,Elementary
699,49,340636001548,Westmont,8108,570.0,Elementary,60.70975,Elementary
700,0,341752005008,Oak Ridge,7438,802.0,Elementary,44.54215,Elementary
701,1,340300001446,Cherry Hill,8034,802.0,Elementary,44.54215,Elementary
702,2,340783002784,Jersey City,7302,802.0,Elementary,44.54215,Elementary
703,3,341608000860,Teaneck,7666,802.0,Elementary,44.54215,Elementary
704,4,340393004214,Dover,7801,802.0,Elementary,44.54215,Elementary
705,5,340072703029,Jersey City,7306,802.0,Elementary,44.54215,Elementary
706,6,341311005084,Pittsgrove,8318,802.0,Elementary,44.54215,Elementary
707,7,340549005206,Somerset,8873,802.0,Elementary,44.54215,Elementary
708,8,340078103335,Jersey City,7304,802.0,Elementary,44.54215,Elementary
709,9,340186004756,Bloomingdale,7403,802.0,Elementary,44.54215,Elementary
710,10,340603005995,Erial,8081,802.0,Elementary,44.54215,Elementary
711,11,340228005180,Raritan,8869,802.0,Elementary,44.54215,Elementary
712,12,341179000217,Northfield,8225,802.0,Elementary,44.54215,Elementary
713,13,341005003408,Middlesex,8846,802.0,Elementary,44.54215,Elementary
714,14,340699004812,Hawthorne,7506,802.0,Elementary,44.54215,Elementary
715,15,340468005032,Salem,8079,802.0,Elementary,44.54215,Elementary
716,16,340183001996,Bloomfield,7003,802.0,Elementary,44.54215,Elementary
717,17,340600000129,Gloucester City,8030,802.0,Elementary,44.54215,Elementary
718,18,341368003836,Hazlet,7730,802.0,Elementary,44.54215,Elementary
719,19,341791005894,Belvidere,7823,802.0,Elementary,44.54215,Elementary
720,20,340861005578,Linden,7036,802.0,Elementary,44.54215,Elementary
721,21,340180005800,Blairstown,7825,802.0,Elementary,44.54215,Elementary
722,22,340003400305,Jersey City,7306,802.0,Elementary,44.54215,Elementary
723,23,341434004536,Landing,7850,802.0,Elementary,44.54215,Elementary
724,24,341764005018,Woodland Park,7424,802.0,Elementary,44.54215,Elementary
725,25,340330004786,Clifton,7013,802.0,Elementary,44.54215,Elementary
726,26,341047000397,Williamstown,8094,802.0,Elementary,44.54215,Elementary
727,27,340456000051,Egg Harbor Township,8234,802.0,Elementary,44.54215,Elementary
728,28,341149003488,North Brunswick,8902,802.0,Elementary,44.54215,Elementary
729,29,340927003518,Old Bridge,8857,802.0,Elementary,44.54215,Elementary
730,30,340393004220,Dover,7801,802.0,Elementary,44.54215,Elementary
731,31,340789002876,Kearny,7032,802.0,Elementary,44.54215,Elementary
732,32,341623004740,Toms River,8753,802.0,Elementary,44.54215,Elementary
733,33,340657000138,Hammonton,8037,802.0,Elementary,44.54215,Elementary
734,34,341167001742,North Wildwood,8260,802.0,Elementary,44.54215,Elementary
735,35,340129004570,Beach Haven,8008,802.0,Elementary,44.54215,Elementary
736,36,340717003380,Highland Park,8904,802.0,Elementary,44.54215,Elementary
737,37,341623004734,Toms River,8753,802.0,Elementary,44.54215,Elementary
738,38,340246000260,Burlington,8016,802.0,Elementary,44.54215,Elementary
