Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft
0.0,0.0,6.6000000000000005,8.9,71.1,848.0,46.599999999999994
0.0,0.0,0.0,0.0,0.0,326.8,0.0
6.0,15.0,27.0,39.0,114.0,776.0,48.0
0.0,0.0,0.0,14.0,112.0,616.4,56.0
0.0,17.5,2.5,12.5,73.0,397.1,10.0
0.0,38.8,9.7,9.7,135.8,1911.1,67.89999999999999
0.0,0.0,0.0,21.400000000000002,263.7,165.9,42.5
4.6,41.3,114.4,36.7,142.1,929.7,45.8
0.0,0.0,0.0,0.0,425.1,193.1,193.2
0.0,36.900000000000006,12.3,24.6,135.8,555.7,61.599999999999994
0.0,0.0,64.8,24.299999999999997,89.2,949.2,81.1
0.0,0.0,21.6,0.0,108.1,735.7,21.6
0.0,0.0,0.0,0.0,69.0,156.7,37.6
0.0,0.0,0.0,16.8,218.90000000000003,5068.1,101.0
0.0,0.0,0.0,0.0,50.400000000000006,218.9,16.8
0.0,50.4,12.6,63.1,113.5,605.7,75.7
0.0,21.1,21.1,168.9,63.300000000000004,929.3,21.1
0.0,0.0,0.0,0.0,128.7,418.2,0.0
0.0,0.0,7.1,49.5,0.0,261.0,14.2
0.0,51.2,0.0,127.8,102.3,703.0,0.0
0.0,0.0,0.0,0.0,0.0,309.4,44.2
0.0,0.0,0.0,21.3,10.6,144.39999999999998,10.7
0.0,30.2,0.0,0.0,120.9,514.2,60.4
0.0,0.0,0.0,13.5,54.5,308.4,4.5
0.0,21.9,7.3,0.0,87.9,263.79999999999995,73.4
0.0,24.9,18.6,43.599999999999994,80.89999999999999,1287.3999999999999,24.8
0.0,0.0,4.1,12.299999999999999,45.199999999999996,718.5999999999999,65.6
5.3,38.7,297.4,375.7,282.8,2150.7,586.5
0.0,12.9,0.0,12.9,64.4,218.9,38.7
0.0,0.0,0.0,22.9,114.5,686.4,0.0
0.0,22.6,117.69999999999999,149.5,231.0,1802.8000000000002,380.4
0.0,48.4,24.2,48.4,97.0,1042.5,181.8
0.0,49.099999999999994,102.80000000000001,219.6,257.09999999999997,2520.7,91.19999999999999
0.0,0.0,0.0,43.2,129.89999999999998,519.8000000000001,101.00000000000001
0.0,0.0,0.0,0.0,37.6,218.3,7.5
5.9,4.0,177.10000000000002,287.2,275.5,1194.3000000000002,114.1
3.3,3.3,33.2,66.4,83.0,342.0,96.4
4.6,4.6,55.099999999999994,211.10000000000002,215.8,1074.0,137.7
0.0,14.6,0.0,0.0,80.3,839.5,65.69999999999999
0.0,8.2,12.299999999999999,36.9,204.7,429.99999999999994,28.7
0.0,0.0,11.2,5.6,107.0,591.0999999999999,56.3
0.0,4.5,9.0,0.0,40.7,533.5,40.7
0.0,10.2,45.9,40.8,74.8,1345.6,129.2
0.0,0.0,6.6,6.6,29.900000000000002,373.3,66.6
0.0,0.0,0.0,0.0,198.2,396.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,43.7,305.9,1311.1,0.0
0.0,38.6,0.0,270.1,501.5,733.0999999999999,0.0
0.0,0.0,0.0,51.900000000000006,51.900000000000006,121.0,17.3
0.0,0.0,18.1,0.0,126.99999999999999,1960.1,90.69999999999999
0.0,0.0,0.0,31.5,10.5,252.0,10.5
0.0,18.2,0.0,18.2,72.8,0.0,18.2
0.0,0.0,0.0,47.699999999999996,59.699999999999996,1073.5,47.6
0.0,13.5,0.0,27.0,67.4,1022.8000000000001,27.0
0.0,0.0,0.0,40.9,81.8,163.6,0.0
0.0,97.2,34.7,76.4,256.90000000000003,1764.5,90.3
0.0,0.0,0.0,0.0,652.8000000000001,6465.6,31.1
0.0,0.0,0.0,122.4,137.70000000000002,504.9,30.6
31.1,0.0,0.0,62.1,124.30000000000001,792.7,77.6
13.5,29.699999999999996,161.89999999999998,236.3,197.39999999999998,604.4000000000001,413.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0
