ORINumber,City,Population,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft
NJ0142300,MORRIS PLAINS PD,5509.0,0.0,18.2,18.2,18.2,36.3,1071.0,0.0
NJ0142200,MORRIS TWP PD,22183.0,0.0,0.0,4.5,22.5,112.7,410.2,18.0
NJ0142400,MORRISTOWN PD,18860.0,0.0,10.6,47.7,100.7,74.2,938.5,58.3
NJ0142600,MOUNT ARLINGTON BORO PD,5914.0,0.0,0.0,0.0,16.9,33.8,372.0,16.9
NJ0142700,MOUNT OLIVE TWP PD,28994.0,0.0,3.4,3.4,13.8,51.7,203.5,10.3
NJ0142500,MOUNTAIN LAKES PD,4308.0,0.0,0.0,0.0,0.0,162.5,533.9,301.8
NJ0142800,NETCONG BORO PD,3182.0,0.0,62.9,31.4,0.0,31.4,377.1,31.4
NJ0142900,PARSIPPANY-TROY HILLS PD,52447.0,1.9,7.6,11.4,34.3,101.1,532.0,57.2
NJ0143100,PEQUANNOCK PD,15177.0,0.0,0.0,0.0,19.8,112.0,474.4,26.4
NJ0143200,RANDOLPH TWP PD,25552.0,0.0,0.0,0.0,7.8,54.8,414.8,31.3
NJ0143300,RIVERDALE PD,4293.0,0.0,0.0,0.0,0.0,116.5,1980.0,69.9
NJ0143400,ROCKAWAY BORO PD,6388.0,0.0,0.0,0.0,0.0,78.3,751.4,15.7
NJ0143500,ROCKAWAY TWP PD,25328.0,0.0,0.0,11.8,11.8,55.3,1062.1,43.4
NJ0143600,ROXBURY TWP PD,23010.0,0.0,4.3,0.0,0.0,39.1,482.4,30.4
NJ0143800,WASHINGTON TWP PD,18484.0,0.0,16.2,0.0,21.6,32.5,211.0,27.1
NJ0143900,WHARTON BORO PD,6482.0,0.0,0.0,0.0,30.9,154.3,879.4,30.9
NJ0153300,BARNEGAT TWP PD,22777.0,0.0,22.0,4.4,30.7,109.8,403.9,13.2
NJ0150200,BAYHEAD BORO PD,971.0,0.0,0.0,0.0,0.0,309.0,1338.8,103.0
NJ0150300,BEACH HAVEN PD,1169.0,0.0,0.0,0.0,0.0,256.6,9751.9,85.5
NJ0150400,BEACHWOOD BORO PD,11146.0,0.0,9.0,44.9,0.0,170.5,995.9,0.0
NJ0150500,BERKELEY TWP PD,41331.0,0.0,14.5,14.5,31.5,164.5,725.8,24.2
NJ0150600,BRICK TWP PD,74712.0,0.0,16.1,10.7,60.2,151.2,1027.9,30.8
NJ0150900,HARVEY CEDARS BORO PD,338.0,0.0,0.0,0.0,0.0,887.6,6213.0,0.0
NJ0151000,ISLAND HEIGHTS BORO PD,1652.0,0.0,60.5,60.5,60.5,60.5,665.9,0.0
NJ0151100,JACKSON TWP PD,56706.0,1.8,12.3,7.1,26.5,128.7,463.8,42.3
NJ0151200,LACEY TWP PD,28654.0,0.0,17.4,7.0,38.4,104.7,771.3,20.9
NJ0151300,LAKEHURST BORO PD,2672.0,0.0,0.0,112.3,224.6,149.7,935.6,37.4
NJ0151400,LAKEWOOD PD,102915.0,0.0,1.9,29.2,94.3,140.9,571.3,44.7
NJ0151500,LAVALLETTE PD,1824.0,0.0,0.0,0.0,54.8,54.8,1151.3,0.0
NJ0151600,LITTLE EGG HARBOR TWP PD,21087.0,4.7,0.0,4.7,9.5,180.2,920.0,42.7
NJ0151700,LONG BEACH TWP PD,3029.0,0.0,0.0,0.0,99.0,165.1,1749.8,33.0
NJ0151800,MANCHESTER TWP PD,42939.0,2.3,2.3,4.7,25.6,111.8,430.8,11.6
NJ0151900,MANTOLOKING BORO PD,249.0,0.0,0.0,0.0,0.0,803.2,2409.6,1204.8
NJ0152000,OCEAN TWP PD,9045.0,0.0,0.0,11.1,0.0,88.4,497.5,11.1
NJ0152100,OCEANGATE BORO PD,2001.0,0.0,0.0,0.0,50.0,399.8,1099.5,0.0
NJ0152200,PINE BEACH BORO PD,2148.0,0.0,46.6,46.6,0.0,186.2,791.4,0.0
NJ0152300,PLUMSTED TWP PD,8460.0,0.0,0.0,0.0,11.8,260.0,331.0,35.5
NJ0152500,POINT PLEASANT BEACH PD,4472.0,0.0,0.0,0.0,67.1,111.8,1319.3,0.0
NJ0152400,POINT PLEASANT BORO PD,18474.0,0.0,0.0,10.8,65.0,119.1,498.0,5.4
NJ0152600,SEASIDE HEIGHTS PD,2872.0,34.8,34.8,208.9,626.7,1323.1,6023.7,139.3
NJ0152700,SEASIDE PARK PD,1526.0,0.0,0.0,0.0,0.0,65.5,1638.3,0.0
NJ0152800,SHIP BOTTOM BORO PD,1129.0,0.0,0.0,0.0,0.0,354.3,1682.9,0.0
NJ0152900,SOUTH TOMS RIVER PD,3740.0,0.0,0.0,26.7,160.4,133.7,935.8,80.2
NJ0153000,STAFFORD TWP PD,27141.0,0.0,3.7,3.7,47.9,47.9,596.9,29.5
NJ0153100,SURF CITY PD,1174.0,0.0,0.0,0.0,0.0,85.2,937.0,0.0
NJ0153200,TUCKERTON BORO PD,3336.0,0.0,0.0,0.0,30.0,419.7,629.5,30.0
NJ0160100,BLOOMINGDALE BORO PD,8211.0,0.0,0.0,0.0,12.2,73.1,365.4,12.2
NJ0160200,CLIFTON PD,85732.0,1.2,3.5,50.2,58.3,189.0,1278.4,112.0
NJ0160300,HALEDON PD,8363.0,0.0,0.0,12.0,167.4,275.0,1064.2,95.7
NJ0160400,HAWTHORNE PD,18874.0,0.0,0.0,10.6,0.0,148.4,736.5,53.0
NJ0160500,LITTLE FALLS PD,14306.0,0.0,0.0,0.0,111.8,118.8,580.2,90.9
NJ0160600,NORTH HALEDON PD,8469.0,0.0,11.8,11.8,11.8,70.8,307.0,0.0
NJ0160700,PASSAIC PD,70435.0,1.4,9.9,237.1,328.0,241.4,1338.8,262.7
NJ0160800,PATERSON PD,146893.0,8.9,33.4,362.2,328.1,542.6,1583.5,300.2
NJ0181500,PEAPACK-GLADSTONE PD,2588.0,0.0,0.0,0.0,0.0,386.4,347.8,0.0
NJ0160900,POMPTON LAKES BORO PD,11062.0,0.0,0.0,0.0,135.6,217.0,560.5,27.1
NJ0161000,PROSPECT PARK BORO PD,5893.0,0.0,17.0,50.9,17.0,288.5,1120.0,203.6
NJ0161100,RINGWOOD BORO PD,12303.0,0.0,8.1,0.0,40.6,121.9,235.7,32.5
NJ0161200,TOTOWA BORO  PD,10666.0,9.4,9.4,0.0,93.8,112.5,1856.4,84.4
NJ0161300,WANAQUE BORO PD,11960.0,0.0,0.0,16.7,75.3,8.4,585.3,0.0
NJ0161400,WAYNE PD,54340.0,0.0,0.0,23.9,93.9,138.0,1610.2,66.2
NJ0161500,WEST MILFORD PD,26560.0,0.0,7.5,0.0,30.1,86.6,478.2,30.1
NJ0161700,WILLIAM PATERSON UNIVERSITY PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ0161600,WOODLAND PARK BORO PD,12799.0,0.0,15.6,15.6,46.9,125.0,992.3,46.9
NJ0171300,CARNEY'S POINT PD,7655.0,0.0,52.3,91.4,65.3,300.5,783.8,39.2
NJ0170200,ELMER BORO PD,1301.0,0.0,0.0,0.0,0.0,0.0,307.5,0.0
NJ0170300,ELSINBORO TWP PD,968.0,0.0,0.0,0.0,0.0,309.9,516.5,103.3
NJ0170400,LOWER ALLOWAYS CREEK TWP PD,1676.0,0.0,0.0,0.0,59.7,59.7,358.0,0.0
NJ0170800,PENNS GROVE PD,4790.0,62.6,83.5,167.0,375.8,751.6,2818.4,187.9
NJ0170500,PENNSVILLE PD,12378.0,0.0,8.1,0.0,40.4,169.7,1688.5,48.5
NJ0171200,SALEM PD,4726.0,42.3,42.3,190.4,634.8,1587.0,2729.6,359.7
NJ0171500,WOODSTOWN BORO PD,3447.0,0.0,0.0,0.0,58.0,870.3,406.2,58.0
NJ0180100,BEDMINSTER TWP PD,8126.0,0.0,0.0,12.3,0.0,61.5,320.0,36.9
NJ0180200,BERNARDS TWP PD,26813.0,0.0,0.0,3.7,3.7,48.5,246.1,29.8
NJ0180300,BERNARDSVILLE PD,7742.0,0.0,0.0,0.0,12.9,25.8,465.0,12.9
NJ0180400,BOUND BROOK PD,10360.0,0.0,19.3,86.9,19.3,318.5,723.9,57.9
NJ0180500,BRANCHBURG TWP PD,14577.0,0.0,13.7,0.0,13.7,34.3,480.2,34.3
NJ0180600,BRIDGEWATER TWP PD,45050.0,0.0,0.0,20.0,15.5,117.6,588.2,28.9
NJ0180700,FAR HILLS PD,918.0,0.0,108.9,0.0,0.0,108.9,435.7,108.9
NJ0180800,FRANKLIN TWP PD,66624.0,1.5,18.0,25.5,27.0,171.1,756.5,78.1
NJ0180900,GREEN BROOK PD,7138.0,0.0,0.0,28.0,112.1,294.2,854.6,168.1
NJ0181000,HILLSBOROUGH TWP PD,39796.0,0.0,15.1,2.5,20.1,115.6,477.4,10.1
NJ0181100,MANVILLE PD,10308.0,0.0,58.2,29.1,87.3,97.0,1852.9,126.1
NJ0181300,MONTGOMERY TWP PD,23515.0,0.0,0.0,0.0,29.8,182.9,212.6,17.0
NJ0181400,NORTH PLAINFIELD PD,21834.0,4.6,32.1,82.4,59.5,247.3,1245.8,55.0
NJ0181600,RARITAN PD,8098.0,0.0,0.0,0.0,12.3,61.7,666.8,0.0
NJ0181800,SOMERVILLE PD,12326.0,0.0,16.2,40.6,73.0,194.7,819.4,48.7
NJ0181900,SOUTH BOUND BROOK PD,4621.0,0.0,43.3,21.6,21.6,108.2,454.4,43.3
NJ0182000,WARREN TWP PD,15951.0,0.0,6.3,6.3,6.3,62.7,175.5,87.8
NJ0182100,WATCHUNG PD,5939.0,0.0,0.0,16.8,0.0,286.2,6297.4,67.4
NJ0190200,ANDOVER TWP PD,5936.0,0.0,0.0,0.0,33.7,67.4,151.6,16.8
NJ0190400,BYRAM TWP PD,7925.0,0.0,12.6,0.0,25.2,50.5,504.7,12.6
NJ0190600,FRANKLIN BORO PD,4735.0,21.1,63.4,0.0,21.1,21.1,760.3,0.0
NJ0190900,HAMBURG PD,3109.0,0.0,0.0,0.0,32.2,32.2,321.6,0.0
NJ0191200,HOPATCONG PD,14183.0,0.0,0.0,0.0,42.3,21.2,232.7,42.3
NJ0191500,NEWTON PD,7824.0,0.0,0.0,12.8,127.8,102.2,920.2,12.8
NJ0191600,OGDENSBURG PD,2262.0,0.0,44.2,0.0,0.0,0.0,88.4,44.2
NJ0191800,SPARTA PD,18694.0,0.0,0.0,5.3,21.4,32.1,219.3,37.4
NJ0191900,STANHOPE PD,3306.0,0.0,0.0,30.2,30.2,0.0,514.2,30.2
NJ0192200,VERNON TWP PD,22057.0,0.0,0.0,0.0,4.5,54.4,371.8,27.2
NJ0200100,BERKELEY HEIGHTS PD,13646.0,0.0,7.3,0.0,22.0,102.6,278.5,58.6
NJ0200200,CLARK PD,16079.0,0.0,0.0,12.4,12.4,43.5,1324.7,43.5
NJ0200300,CRANFORD PD,24353.0,0.0,0.0,8.2,20.5,28.7,537.9,28.7
NJ0200400,ELIZABETH PD,129080.0,2.3,33.3,299.0,360.2,466.4,2056.9,577.2
NJ0200500,FANWOOD PD,7768.0,0.0,0.0,12.9,0.0,90.1,321.8,0.0
NJ0200600,GARWOOD PD,4370.0,0.0,0.0,0.0,22.9,114.4,595.0,22.9
NJ0200700,HILLSIDE PD,22078.0,0.0,9.1,99.6,77.0,326.1,1684.9,434.8
NJ0202400,KEAN UNIVERSITY PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ0200800,KENILWORTH PD,8249.0,0.0,36.4,24.2,48.5,48.5,1200.1,133.3
NJ0200900,LINDEN PD,42806.0,2.3,37.4,91.1,154.2,334.1,2203.0,93.4
NJ0201000,MOUNTAINSIDE PD,6925.0,0.0,0.0,0.0,28.9,57.8,577.6,130.0
NJ0201100,NEW PROVIDENCE PD,13283.0,0.0,0.0,0.0,0.0,52.7,399.0,37.6
NJ0201200,PLAINFIELD PD,50820.0,9.8,7.9,194.8,171.2,277.4,1174.7,161.4
NJ0201300,RAHWAY PD,30113.0,0.0,13.3,29.9,69.7,146.1,541.3,126.2
NJ0201500,ROSELLE PARK PD,13698.0,0.0,0.0,29.2,7.3,43.8,664.3,51.1
NJ0201400,ROSELLE PD,21787.0,0.0,0.0,64.3,142.3,243.3,931.7,114.7
NJ0201600,SCOTCH PLAINS PD,24423.0,0.0,4.1,8.2,28.7,147.4,520.0,32.8
NJ0201700,SPRINGFIELD TWP PD,17762.0,0.0,0.0,5.6,16.9,123.9,636.2,50.7
NJ0201800,SUMMIT PD,22125.0,0.0,9.0,22.6,0.0,40.7,542.4,63.3
NJ0209100,UNION CO PD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJ0201900,UNION TWP PD,58861.0,0.0,1.7,40.8,34.0,163.1,1303.1,154.6
NJ0202000,WESTFIELD PD,30011.0,0.0,0.0,6.7,6.7,80.0,556.5,86.6
NJ0202100,WINFIELD PD,1514.0,0.0,0.0,66.1,0.0,330.3,198.2,0.0
NJ0210200,ALPHA PD,2288.0,0.0,43.7,0.0,0.0,262.2,1398.6,0.0
NJ0210300,BELVIDERE PD,2592.0,0.0,0.0,0.0,38.6,694.4,1041.7,77.2
NJ0210400,BLAIRSTOWN TWP PD,5787.0,0.0,0.0,0.0,51.8,276.5,224.6,17.3
NJ0210700,GREENWICH TWP PD,5510.0,0.0,0.0,0.0,0.0,108.9,1687.8,0.0
NJ0210800,HACKETTSTOWN PD,9530.0,0.0,10.5,10.5,31.5,21.0,419.7,42.0
NJ0211200,INDEPENDENCE TWP PD,5495.0,0.0,36.4,0.0,18.2,91.0,54.6,36.4
NJ0211500,LOPATCONG TWP PD,8384.0,0.0,11.9,0.0,0.0,71.6,703.7,23.9
NJ0211600,MANSFIELD TWP PD,7431.0,0.0,13.5,0.0,0.0,107.7,968.9,26.9
NJ0211700,OXFORD TWP PD,2446.0,0.0,0.0,0.0,0.0,81.8,367.9,40.9
NJ0211900,PHILLIPSBURG PD,14395.0,0.0,83.4,104.2,118.1,389.0,1597.8,62.5
NJ0212000,POHATCONG PD,3217.0,0.0,0.0,31.1,0.0,155.4,4351.9,31.1
NJ0212100,WASHINGTON BORO PD,6535.0,0.0,0.0,0.0,61.2,290.7,428.5,0.0
NJ0212200,WASHINGTON TWP PD,6434.0,0.0,15.5,0.0,15.5,139.9,606.2,31.1
