Zip Code,2018 Rank,2018 Avg Score
7205,634.3333333333334,25.025806666666668
7206,757.25,29.096669375
7208,657.6666666666666,37.09394000000001
7302,347.15384615384613,58.35385384615384
7304,757.6666666666666,31.59006466666666
7305,626.0,36.20775000000001
7306,529.125,44.452673125000004
7307,406.0,58.091533000000005
7401,1.0,97.40906333333332
7403,476.0,58.295919999999995
7405,159.33333333333334,76.83598833333333
7407,551.0,47.102639999999994
7410,151.0,84.58267444444445
7416,601.0,51.19423333333333
7417,101.0,88.800856
7419,438.5,48.08544499999999
7420,326.0,72.220785
7421,551.0,62.3625
7423,26.0,95.25073499999999
7424,271.0,66.51996
7430,61.0,88.99637
7432,201.0,74.63538333333332
7436,241.0,77.351912
7438,371.0,61.658632
7439,626.0,42.655465
7440,251.0,81.22892
7442,313.5,68.39848749999999
7444,76.0,85.83072250000001
7446,88.5,84.56406
7450,1.0,98.61146
7451,44.75,92.31568624999998
7452,59.333333333333336,89.05401666666666
7456,217.66666666666666,78.55434666666666
7457,351.0,67.4087
7458,1.0,98.44488
7461,417.6666666666667,52.229036666666666
7462,384.3333333333333,55.242623333333334
7463,188.5,76.283675
7465,184.33333333333334,77.58040666666666
7470,317.6666666666667,71.49261133333333
7480,409.3333333333333,62.103746666666666
7481,191.0,83.27677800000001
7501,730.3103448275862,22.25226448275863
7502,579.5714285714286,24.153165714285713
7503,769.1818181818181,24.832072727272728
7504,976.0,8.133915
7505,326.0,44.76596500000001
7506,476.0,50.717214999999996
7507,451.0,69.86729
7508,694.75,33.5004375
7512,601.0,46.826724999999996
7513,901.0,15.798155
7514,772.4285714285714,18.419764285714283
7522,807.25,30.414461250000002
7524,926.0,12.95707
7601,558.1428571428571,50.076365714285714
7603,263.5,67.2782175
7604,201.0,75.16108
7605,167.66666666666666,78.55444999999999
7606,326.0,71.82746
7607,51.0,89.51567
7608,1.0,95.50401
7620,26.0,95.25073499999999
7621,329.57142857142856,67.91648571428571
7624,1.0,98.36158999999999
7626,76.0,85.70469
7627,51.0,93.39885
7628,258.14285714285717,75.89657142857142
7630,267.6666666666667,65.92310333333334
7631,531.0,43.045584
7632,1.0,98.36158999999999
7640,51.0,89.51567
7641,51.0,89.51567
7642,151.0,81.4560525
7643,551.0,51.36184
7644,343.85714285714283,69.59878428571429
7645,67.66666666666667,92.34078
7646,213.5,74.43054749999999
7647,201.0,81.25757
7648,201.0,81.25757
7649,26.0,93.94688
7650,517.6666666666666,39.398630000000004
7652,206.55555555555554,76.49506666666667
7656,101.0,83.441465
7657,284.3333333333333,64.42631
7660,581.0,46.21957
7661,34.333333333333336,95.3188
7662,476.0,58.295919999999995
7663,551.0,50.918406000000004
7666,388.5,60.42854625
7670,51.0,92.81027833333333
7675,117.66666666666667,86.99546333333335
7676,188.5,74.68585999999999
7677,51.0,93.67246999999999
7701,542.6666666666666,54.17999833333332
7702,126.0,85.0241
7704,1.0,98.36158999999999
7712,796.8333333333334,26.440569999999997
7716,276.0,79.76612
7717,201.0,80.072175
7718,551.0,62.3625
7719,323.22222222222223,62.954035555555556
7720,801.0,29.060685
7721,601.0,51.849535
7722,151.0,75.69448666666666
7723,701.0,35.769005
7724,301.0,65.866734
7726,129.57142857142858,80.90430571428571
7727,221.0,70.58217199999999
7728,374.0769230769231,64.52381846153847
7730,521.0,52.20241000000001
7731,376.0,70.377335
7732,226.0,71.4603575
7733,101.0,82.12353999999999
7734,717.6666666666666,15.639973333333332
7735,492.6666666666667,50.26302999999999
7737,501.0,56.200064999999995
7738,126.0,88.366465
7739,51.0,88.35188999999998
7740,821.0,24.666336
7746,121.0,83.99785800000001
7747,181.0,73.973192
7748,369.75,64.19133
7750,51.0,93.67246999999999
7751,117.66666666666667,86.75342
7753,801.0,29.287391999999993
7755,626.0,34.069235
7757,101.0,85.656145
7758,526.0,55.54312499999999
7760,17.666666666666668,91.47796999999998
7762,138.5,83.88347
7764,201.0,69.66057
7801,479.57142857142856,58.56243428571428
7803,451.0,69.86729
7820,576.0,51.922225
7823,591.0,38.291985999999994
7825,491.0,48.406715999999996
7826,326.0,68.95076499999999
7827,526.0,53.06634
7828,334.3333333333333,73.93788333333333
7830,211.0,81.28547599999999
7833,551.0,62.3625
7834,81.0,84.67532399999999
7836,201.0,75.41110333333334
7838,251.0,76.73112
7839,151.0,83.93525500000001
7840,288.5,68.60968749999999
7843,617.6666666666666,27.649289999999997
7844,351.0,69.975595
7846,451.0,69.86729
7848,376.0,65.50817
7850,701.0,51.641729999999995
7851,251.0,81.22892
7853,351.0,73.1671025
7856,276.0,73.09770999999999
7857,576.0,49.72351999999999
7860,406.55555555555554,57.22387555555555
7863,676.0,37.47991999999999
7865,801.0,44.04102
7866,358.14285714285717,65.76039142857142
7869,301.0,73.299105
7871,231.0,64.639564
7874,291.0,67.61301999999999
7875,301.0,78.06528
7876,381.0,65.25201
7878,151.0,86.58081999999999
7882,467.6666666666667,48.319048333333335
7885,576.0,53.2708675
7901,43.857142857142854,94.58427714285713
7920,67.66666666666667,92.43406166666666
7921,226.0,78.97631
7922,61.0,85.84909999999999
7924,234.33333333333334,70.41048333333333
7926,1.0,98.36158999999999
7928,61.0,87.67300800000001
7930,117.66666666666667,86.27066666666667
7932,126.0,85.0241
7936,184.33333333333334,77.05765666666667
7938,301.0,78.06528
7940,161.0,83.7989
7945,101.0,86.99656333333333
7946,251.0,81.22892
7950,141.0,83.113734
7960,438.5,60.6787525
7974,26.0,94.59880749999999
7976,26.0,95.25073499999999
7980,51.0,86.64159000000001
7981,251.0,78.75811999999999
8001,576.0,51.14633
8002,601.0,59.11249
8003,217.66666666666666,79.71908777777779
8004,651.0,25.66022
8005,626.0,43.83669666666666
8007,401.0,47.04915
8008,776.0,46.20305499999999
8009,426.0,62.626239999999996
8010,676.0,40.304784999999995
8012,680.1666666666666,44.606455833333335
8015,1026.0,27.097005000000003
8016,522.4285714285714,32.10604571428571
8019,801.0,27.90773
8021,710.0909090909091,30.769603636363637
8022,217.66666666666666,66.50225666666667
8026,626.0,45.115809999999996
8027,476.0,56.806635
8028,688.5,30.25542
8029,501.0,66.06623
8030,571.0,39.233335999999994
8031,751.0,39.304759999999995
8033,269.75,78.604435
8034,451.0,58.002785714285714
8035,201.0,73.80976999999999
8036,376.0,66.342185
8037,601.0,43.19640833333333
8039,551.0,62.3625
8041,301.0,78.06528
8043,201.0,76.77761
8045,826.0,25.52346
8046,879.5714285714286,16.650554285714286
8048,701.0,38.810045
8049,726.0,34.90864
8050,288.5,62.72825499999999
8051,351.0,75.87355
8052,634.3333333333334,26.612283333333334
8053,517.6666666666666,56.62365222222222
8054,501.0,55.26170125
8055,237.36363636363637,70.56087000000001
8056,301.0,78.06528
8057,81.0,91.048414
8059,426.0,58.45822
8060,576.0,39.19843375
8062,201.0,73.57537333333333
8063,851.0,40.764379999999996
8065,501.0,40.53924
8066,626.0,25.129192499999995
8067,351.0,68.19405
8068,617.6666666666666,26.297923333333333
8069,634.3333333333334,22.96509
8070,567.6666666666666,32.93796
8071,431.0,55.796612
8072,576.0,49.72351999999999
8075,676.0,26.20690375
8077,261.0,72.179888
8078,651.0,36.2517775
8079,551.0,44.959538888888886
8080,419.75,49.139811249999994
8081,623.2222222222222,43.49229555555555
8083,534.3333333333334,36.13769666666666
8084,526.0,54.495565
8085,241.0,74.090616
8087,613.5,40.97735
8088,486.7142857142857,52.22772285714285
8090,601.0,58.658654999999996
8091,601.0,48.012605
8092,751.0,47.45002
8093,701.0,36.30094999999999
8094,442.6666666666667,59.75499833333333
8096,660.0909090909091,34.02981454545454
8097,601.0,59.11249
8098,263.5,58.9332175
8102,826.0,17.321381666666664
8103,791.0,12.870242999999999
8104,797.1538461538462,16.415232307692307
8105,889.8888888888889,13.66239666666667
8106,351.0,54.81753666666666
8107,801.0,34.999086
8108,316.0,65.928086
8109,751.0,29.40309285714286
8110,776.0,14.169505000000001
8201,651.0,41.017145
8202,201.0,70.32186999999999
8203,626.0,40.822739999999996
8204,531.0,50.163188000000005
8205,769.75,31.839606250000003
8210,451.0,41.19012399999999
8214,451.0,41.269909999999996
8215,734.3333333333334,18.559903333333335
8217,551.0,50.169545
8221,101.0,78.99929333333334
8223,201.0,83.40661
8224,951.0,33.52258
8225,526.0,52.2654
8226,251.0,65.53367666666666
8232,942.6666666666666,14.530486666666667
8234,608.1428571428571,45.561971428571425
8241,151.0,86.58081999999999
8244,634.3333333333334,26.612283333333334
8247,51.0,92.38975
8260,665.2857142857143,32.18588428571428
8270,567.6666666666666,45.964843333333334
8302,886.7142857142857,13.87573904761905
8310,451.0,21.30115
8311,651.0,41.017145
8312,651.0,23.988799999999998
8317,451.0,62.519355000000004
8318,417.6666666666667,46.87107666666666
8319,576.0,48.465045
8322,226.0,52.06303
8323,476.0,60.153835
8330,501.0,34.034530000000004
8332,905.5454545454545,20.168614545454545
8341,1201.0,12.87973
8343,301.0,68.37397
8344,1051.0,24.73102
8345,851.0,21.588234999999997
8348,826.0,23.972504999999998
8349,976.0,8.197955
8352,626.0,43.90676499999999
8360,821.8333333333334,29.7158325
8361,201.0,70.32186999999999
8401,809.3333333333334,23.456633888888884
8402,51.0,93.67246999999999
8406,626.0,47.526444999999995
8501,234.33333333333334,72.63329666666665
8505,401.0,54.196715
8510,401.0,72.95142
8512,76.0,87.937405
8515,451.0,69.86729
8518,501.0,34.19546
8520,476.0,50.302705
8525,201.0,83.40661
8527,476.0,54.347581000000005
8530,526.0,49.20395
8533,251.0,66.11056
8534,134.33333333333334,70.344475
8535,151.0,77.58869
8536,101.0,86.5711475
8540,188.5,82.49233625000001
8550,76.0,85.83072250000001
8551,167.66666666666666,86.85652
8554,601.0,55.655919999999995
8555,101.0,89.23321999999999
8557,451.0,59.94036
8558,134.33333333333334,84.77387333333333
8560,101.0,89.23321999999999
8562,634.3333333333334,50.56848
8608,501.0,44.63315666666667
8609,1213.5,12.164102499999998
8610,856.5555555555555,24.503314444444445
8611,1011.0,15.144514000000001
8618,726.0,14.248124999999998
8619,526.0,51.86238333333333
8620,734.3333333333334,49.14993333333334
8628,801.0,44.04102
8629,976.0,8.069875
8631,951.0,33.52258
8638,908.1428571428571,27.60168428571428
8640,651.0,54.930609999999994
8648,467.6666666666667,59.14183833333333
8690,465.2857142857143,53.280148571428576
8691,226.0,68.803545
8701,934.3333333333334,16.378518333333332
8721,681.0,36.498966
8722,701.0,35.769005
8723,559.3333333333334,52.344405
8724,592.6666666666666,48.35535166666667
8730,101.0,85.656145
8731,626.0,46.10262
8732,101.0,89.23321999999999
8733,767.6666666666666,33.767779999999995
8734,434.3333333333333,54.26132333333334
8735,176.0,86.99263499999999
8736,217.66666666666666,75.05557
8740,901.0,37.34255
8741,1051.0,24.73102
8742,256.55555555555554,72.52826444444446
8750,84.33333333333333,92.65069999999999
8751,1201.0,12.87973
8753,574.0769230769231,46.68191846153846
8755,751.0,47.45002
8757,1251.0,8.9121
8758,1051.0,24.73102
8759,563.5,42.233845
8801,26.0,86.60737
8802,251.0,78.25444
8804,851.0,40.764379999999996
8805,717.6666666666666,15.639973333333332
8807,176.0,80.51601749999999
8809,267.6666666666667,72.82239
8810,351.0,75.87355
8812,351.0,58.32227
8816,214.33333333333334,72.57474333333334
8817,472.42857142857144,59.37584285714286
8820,51.0,91.17926285714285
8822,251.0,79.56593000000001
8823,751.0,47.45002
8824,363.5,73.86256499999999
8825,311.0,67.37294999999999
8826,51.0,77.71073
8827,567.6666666666666,55.79719
8829,401.0,61.37818
8830,363.5,61.8144075
8831,393.85714285714283,62.36849714285713
8833,501.0,66.031955
8835,517.6666666666666,40.67330333333333
8837,267.6666666666667,74.27220666666666
8840,288.5,73.0585875
8844,169.75,82.7436625
8846,471.0,57.119876
8848,434.3333333333333,66.19517666666667
8850,401.0,62.374445
8852,101.0,81.35950599999998
8853,401.0,72.95142
8854,362.1111111111111,56.71311777777778
8857,406.0,68.883652
8859,392.6666666666667,60.425995
8861,678.2727272727273,27.109318181818185
8863,751.0,39.656977499999996
8865,605.5454545454545,41.69853636363637
8867,526.0,55.54312499999999
8868,376.0,65.50817
8869,701.0,51.641729999999995
8872,451.0,69.86729
8873,458.6923076923077,57.45791846153847
8876,376.0,53.82355
8879,501.0,43.40617
8880,551.0,51.36184
8882,601.0,30.910223333333334
8884,351.0,57.736153333333334
8886,276.0,76.35391000000001
8887,201.0,83.40661
8889,151.0,79.77754499999999
8901,901.0,18.916819411764706
8902,676.0,39.971145
8904,434.3333333333333,47.36610999999999
