,School ID,School Name,City,Zip Code,Address,2018 Rank,2018 Rank Stars,2018 Rank Level,2018 Avg Score,2019 Rank,2019 Rank Stars,2019 Rank Level,2019 Avg Score,2019 Student Count,Low Grade,High Grade,School Level
16,340150000276,Lincoln Elementary School,Bergenfield,07621,115 Highview Avenue,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,PK,5,Elementary
17,341248004448,Littleton Elementary School,Morris Plains,07950,250 Brooklawn Drive,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,PK,5,Elementary
18,340073403037,Hoboken Dual Language Charter School,Hoboken,07030,123 Jefferson Street,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,K,8,Elementary
19,341425002418,Lester C Noecker,Roseland,07068,100 Passaic Ave,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,PK,6,Elementary
20,341218000676,T. Baldwin Demarest Elementary School,Old Tappan,07675,1 School St,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,K,4,Elementary
21,340972006030,Frank J. Dugan Elementary School,Marlboro,07746,48 Topanemus Road,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,K,5,Elementary
22,341104005588,Deerfield Elementary School,Mountainside,07092,302 Central Avenue,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,3,8,Middle
23,341719005316,Bayberry School,Watchung,07069,113 Bayberry Lane,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,PK,4,Elementary
24,341674002458,Laning Avenue School,Verona,07044,18 Lanning Rd,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,PK,4,Elementary
25,340357005470,Livingston Avenue School,Cranford,07016,75 Livingston Avenue,151,4,Elementary,86.58082,106,5,Elementary,89.43088,,3,5,Elementary
